run_name,run_type,timestamp,service,frontend_rps,frontend_total_requests_1m,service_rps,cpu_usage_cores,memory_usage_bytes,latency_avg_ms,latency_p95_ms,service_rps_was_missing,latency_avg_was_missing,latency_p95_was_missing
test_01,test,2026-06-17 04:34:30,cartservice,25.05341656541958,1503.204993925175,26.177530698271124,0.0838828526100046,205467648.0,25.25074812967564,24.96249999999995,False,False,False
test_01,test,2026-06-17 04:34:30,checkoutservice,25.05341656541958,1503.204993925175,2.046551408149551,0.0508616873577748,70909952.0,110.09482758620688,683.3333333333335,False,False,False
test_01,test,2026-06-17 04:34:30,currencyservice,25.05341656541958,1503.204993925175,93.05151140624672,0.2313930229713333,137699328.0,3.706565656565667,12.845714285714228,False,False,False
test_01,test,2026-06-17 04:34:30,emailservice,25.05341656541958,1503.204993925175,1.5501277808035527,0.0199605222401673,120307712.0,2.0352941176471875,5.7499999999999885,False,False,False
test_01,test,2026-06-17 04:34:30,frontend,25.05341656541958,1503.204993925175,19.020486823913863,0.3829973026935619,119066624.0,220.68630057803517,650.5102040816314,False,False,False
test_01,test,2026-06-17 04:34:30,paymentservice,25.05341656541958,1503.204993925175,1.843395198793414,0.0106406789143218,122413056.0,1.82528735632204,7.20833333333333,False,False,False
test_01,test,2026-06-17 04:34:30,productcatalogservice,25.05341656541958,1503.204993925175,99.70065367462888,0.1659786794515659,66523136.0,1.1649425287353743,4.911184645929847,False,False,False
test_01,test,2026-06-17 04:34:30,recommendationservice,25.05341656541958,1503.204993925175,11.060371192760485,0.1288382722176239,182669312.0,17.286034115135415,78.08823529411765,False,False,False
test_01,test,2026-06-17 04:34:30,shippingservice,25.05341656541958,1503.204993925175,6.137796677629511,0.0211550403298072,59551744.0,0.8606643356643154,4.775675675675673,False,False,False
test_01,test,2026-06-17 04:34:35,adservice,25.05341656541958,1503.204993925175,15.647911517030458,0.0413269976023032,284024832.0,1.9663710777627463,7.085937499999995,False,False,False
test_01,test,2026-06-17 04:34:35,cartservice,25.05341656541958,1503.204993925175,26.177530698271124,0.1035410828638031,205467648.0,25.25074812967564,24.96249999999995,False,False,False
test_01,test,2026-06-17 04:34:35,checkoutservice,25.05341656541958,1503.204993925175,2.046551408149551,0.0508616873577748,70909952.0,110.09482758620688,683.3333333333335,False,False,False
test_01,test,2026-06-17 04:34:35,currencyservice,25.05341656541958,1503.204993925175,135.68744845282097,0.2477603067867603,138080256.0,3.706565656565667,12.845714285714296,False,False,False
test_01,test,2026-06-17 04:34:35,emailservice,25.05341656541958,1503.204993925175,2.260370211986072,0.0199605222401673,120307712.0,2.035294117647187,5.749999999999997,False,False,False
test_01,test,2026-06-17 04:34:35,frontend,25.05341656541958,1503.204993925175,27.7353534119372,0.3210419720016215,119066624.0,220.68630057803512,650.5102040816325,False,False,False
test_01,test,2026-06-17 04:34:35,paymentservice,25.05341656541958,1503.204993925175,1.843395198793414,0.0155858896684873,122716160.0,1.82528735632204,7.20833333333333,False,False,False
test_01,test,2026-06-17 04:34:35,productcatalogservice,25.05341656541958,1503.204993925175,114.70945577946289,0.1659786794515659,66523136.0,0.9438282138794774,4.819227738376674,False,False,False
test_01,test,2026-06-17 04:34:35,recommendationservice,25.05341656541958,1503.204993925175,16.128539572960257,0.1288382722176239,182669312.0,17.286034115135415,78.08823529411754,False,False,False
test_01,test,2026-06-17 04:34:35,shippingservice,25.05341656541958,1503.204993925175,8.950117603934386,0.0262437647746942,59551744.0,0.8606643356643152,4.775675675675675,False,False,False
test_01,test,2026-06-17 04:34:40,adservice,25.05341656541958,1503.204993925175,21.77830721769144,0.0602120449503486,284168192.0,1.999012693935514,7.27343749999999,False,False,False
test_01,test,2026-06-17 04:34:40,cartservice,25.05341656541958,1503.204993925175,26.177530698271124,0.0975841481964211,205176832.0,25.25074812967564,24.96249999999995,False,False,False
test_01,test,2026-06-17 04:34:40,checkoutservice,25.05341656541958,1503.204993925175,2.2392200380469247,0.0535689105281802,70909952.0,94.03846153846156,579.9999999999999,False,False,False
test_01,test,2026-06-17 04:34:40,currencyservice,25.05341656541958,1503.204993925175,135.57844690966718,0.3128552215428213,137936896.0,3.5545555555564525,13.336298932384295,False,False,False
test_01,test,2026-06-17 04:34:40,emailservice,25.05341656541958,1503.204993925175,2.397701377192113,0.0241647989751678,119586816.0,1.8921052631578688,6.437500000000003,False,False,False
test_01,test,2026-06-17 04:34:40,frontend,25.05341656541958,1503.204993925175,28.178503487634757,0.4405488817145916,119107584.0,203.8952898550725,572.7272727272726,False,False,False
test_01,test,2026-06-17 04:34:40,paymentservice,25.05341656541958,1503.204993925175,2.657462276253894,0.0155858896684873,122716160.0,1.82528735632204,7.208333333333332,False,False,False
test_01,test,2026-06-17 04:34:40,productcatalogservice,25.05341656541958,1503.204993925175,114.7094557794629,0.2180474623316116,65859584.0,0.9438282138794776,4.819227738376674,False,False,False
test_01,test,2026-06-17 04:34:40,recommendationservice,25.05341656541958,1503.204993925175,15.88999841496275,0.1920233866192158,182620160.0,14.18829787233993,49.48275862068962,False,False,False
test_01,test,2026-06-17 04:34:40,shippingservice,25.05341656541958,1503.204993925175,8.976696258719087,0.025793715757201,59559936.0,0.7666666666666602,4.71834862385321,False,False,False
test_01,test,2026-06-17 04:34:45,adservice,34.33319078746411,2059.9914472478467,21.77830721769144,0.057804381424401,283762688.0,1.999012693935514,7.27343749999999,False,False,False
test_01,test,2026-06-17 04:34:45,cartservice,34.33319078746411,2059.9914472478467,26.177530698271124,0.0916459228324202,205176832.0,25.25074812967564,24.96249999999995,True,True,True
test_01,test,2026-06-17 04:34:45,checkoutservice,34.33319078746411,2059.9914472478467,3.086231131210658,0.0663374755417409,71028736.0,98.54081632653062,609.999999999999,False,False,False
test_01,test,2026-06-17 04:34:45,currencyservice,34.33319078746411,2059.9914472478467,135.57844690966718,0.3399888431116507,137936896.0,3.5545555555564525,13.336298932384295,False,False,False
test_01,test,2026-06-17 04:34:45,emailservice,34.33319078746411,2059.9914472478467,2.397701377192113,0.0241647989751678,119586816.0,1.8921052631578688,6.437500000000003,False,False,False
test_01,test,2026-06-17 04:34:45,frontend,34.33319078746411,2059.9914472478467,28.178503487634757,0.5436265261099595,119283712.0,203.8952898550725,572.7272727272726,False,False,False
